feature,gain,split
signed_volume_1,9.903608471672044,0.0
rv_10_lag1,9.820469480417968,0.0
sl_agg_intrasecond_flow_concentration_300s,9.721999468391495,0.0
htf_regime_trend_strength_15m_delta_1,9.647392871017725,0.0
sl_positive_taker_imbalance_30s,9.492905605590161,0.0
ret_close_z_product__ret_10__close_z_3,9.355691857598714,0.0
range_pos_5_rolling_z_12,9.328156491148835,0.0
range_pos_5_mean_gap_6,9.307878161264076,0.0
ret_vol_product__ret_10__rv_5,9.294426400241846,0.0
sl_agg_trade_cluster_score_300s,9.262263204902231,0.0
relative_volume_20_mean_gap_24,9.20678665228441,0.0
volume_z_5_mean_gap_12,9.19375002157493,0.0
volume_z_5_mean_gap_24,9.158358900123734,0.0
ret_3_rolling_z_24,9.136935545142135,0.0
htf_ret_15m_1_lag1,9.09436988182579,0.0
ret_range_pos_product__ret_15__range_pos_5,9.089902830095939,0.0
volume_state_product__volume_z_3__relative_volume_20,9.073935761338047,0.0
bb_width_pct_rank_100,9.042727673810617,0.0
htf_efficiency_15m,8.961402535159888,0.0
ret_3_rolling_z_12,8.850427345270779,0.0
legal_prev_trade_count_sum_20,8.78688379074861,0.0
ret_efficiency_product__ret_15__efficiency_10,8.769076792002524,0.0
htf_range_pos_15m_delta_1,8.74543956086587,0.0
stale_trade_share_20_rolling_z_24,8.687687486989663,0.0
close_z_3_rolling_z_6,8.68489648249969,0.0
sl_agg_signed_large_notional_1s,8.581723788771008,0.0
ret_1_rolling_z_6,8.474256230193165,0.0
legal_prev_trade_count_sum_3,8.41902780351116,0.0
range_pos_10_rolling_z_24,8.413415127708767,0.0
sl_mirror_range_60s,8.378745742052077,0.0
sl_trade_count_300s,8.370359743075435,0.0
volume_z_5_rolling_z_6,8.331278277306637,0.0
ret_efficiency_product__ret_15__efficiency_5,8.058144704959483,0.0
ret_efficiency_product__ret_3__efficiency_10,8.00820011481596,0.0
ret_range_pos_product__ret_5__range_pos_3,7.92576885878075,0.0
range_pos_3_rolling_z_12,7.890195667509635,0.0
htf_range_pos_15m_delta_3,7.864239484687494,0.0
minute_cos,7.855814189433272,0.0
ret_vol_product__ret_3__rv_30,7.835362114635819,0.0
second_level_signed_dollar_flow,7.829860644258276,0.0
ret_relative_volume_product__ret_3__relative_volume_10,7.800153481536937,0.0
sl_rv_30s_lag5s,7.794316635029708,0.0
relative_volume_5_rolling_z_24,7.784280731810473,0.0
